category,russia_observed_count,ukraine_observed_count,observed_rate_ratio,p_observed_russia_assumed,p_observed_ukraine_assumed,corrected_russia_count,corrected_ukraine_count,corrected_russia_rate_per_day,corrected_ukraine_rate_per_day,corrected_rate_ratio,rr_still_above_1
Infantry Fighting Vehicles,6330,1562,4.052497,0.4,0.4,15825.0,3905.0,10.176849,2.511254,4.052497,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.4,0.5,15825.0,3124.0,10.176849,2.009003,5.065621,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.4,0.6,15825.0,2603.333333,10.176849,1.674169,6.078745,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.4,0.7,15825.0,2231.428571,10.176849,1.435002,7.091869,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.4,0.8,15825.0,1952.5,10.176849,1.255627,8.104994,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.4,0.9,15825.0,1735.555556,10.176849,1.116113,9.118118,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.4,1.0,15825.0,1562.0,10.176849,1.004502,10.131242,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.5,0.4,12660.0,3905.0,8.141479,2.511254,3.241997,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.5,0.5,12660.0,3124.0,8.141479,2.009003,4.052497,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.5,0.6,12660.0,2603.333333,8.141479,1.674169,4.862996,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.5,0.7,12660.0,2231.428571,8.141479,1.435002,5.673496,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.5,0.8,12660.0,1952.5,8.141479,1.255627,6.483995,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.5,0.9,12660.0,1735.555556,8.141479,1.116113,7.294494,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.5,1.0,12660.0,1562.0,8.141479,1.004502,8.104994,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.6,0.4,10550.0,3905.0,6.784566,2.511254,2.701665,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.6,0.5,10550.0,3124.0,6.784566,2.009003,3.377081,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.6,0.6,10550.0,2603.333333,6.784566,1.674169,4.052497,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.6,0.7,10550.0,2231.428571,6.784566,1.435002,4.727913,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.6,0.8,10550.0,1952.5,6.784566,1.255627,5.403329,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.6,0.9,10550.0,1735.555556,6.784566,1.116113,6.078745,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.6,1.0,10550.0,1562.0,6.784566,1.004502,6.754161,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.7,0.4,9042.857143,3905.0,5.815342,2.511254,2.315712,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.7,0.5,9042.857143,3124.0,5.815342,2.009003,2.894641,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.7,0.6,9042.857143,2603.333333,5.815342,1.674169,3.473569,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.7,0.7,9042.857143,2231.428571,5.815342,1.435002,4.052497,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.7,0.8,9042.857143,1952.5,5.815342,1.255627,4.631425,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.7,0.9,9042.857143,1735.555556,5.815342,1.116113,5.210353,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.7,1.0,9042.857143,1562.0,5.815342,1.004502,5.789281,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.8,0.4,7912.5,3905.0,5.088424,2.511254,2.026248,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.8,0.5,7912.5,3124.0,5.088424,2.009003,2.53281,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.8,0.6,7912.5,2603.333333,5.088424,1.674169,3.039373,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.8,0.7,7912.5,2231.428571,5.088424,1.435002,3.545935,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.8,0.8,7912.5,1952.5,5.088424,1.255627,4.052497,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.8,0.9,7912.5,1735.555556,5.088424,1.116113,4.559059,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.8,1.0,7912.5,1562.0,5.088424,1.004502,5.065621,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.9,0.4,7033.333333,3905.0,4.523044,2.511254,1.80111,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.9,0.5,7033.333333,3124.0,4.523044,2.009003,2.251387,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.9,0.6,7033.333333,2603.333333,4.523044,1.674169,2.701665,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.9,0.7,7033.333333,2231.428571,4.523044,1.435002,3.151942,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.9,0.8,7033.333333,1952.5,4.523044,1.255627,3.602219,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.9,0.9,7033.333333,1735.555556,4.523044,1.116113,4.052497,True
Infantry Fighting Vehicles,6330,1562,4.052497,0.9,1.0,7033.333333,1562.0,4.523044,1.004502,4.502774,True
Infantry Fighting Vehicles,6330,1562,4.052497,1.0,0.4,6330.0,3905.0,4.07074,2.511254,1.620999,True
Infantry Fighting Vehicles,6330,1562,4.052497,1.0,0.5,6330.0,3124.0,4.07074,2.009003,2.026248,True
Infantry Fighting Vehicles,6330,1562,4.052497,1.0,0.6,6330.0,2603.333333,4.07074,1.674169,2.431498,True
Infantry Fighting Vehicles,6330,1562,4.052497,1.0,0.7,6330.0,2231.428571,4.07074,1.435002,2.836748,True
Infantry Fighting Vehicles,6330,1562,4.052497,1.0,0.8,6330.0,1952.5,4.07074,1.255627,3.241997,True
Infantry Fighting Vehicles,6330,1562,4.052497,1.0,0.9,6330.0,1735.555556,4.07074,1.116113,3.647247,True
Infantry Fighting Vehicles,6330,1562,4.052497,1.0,1.0,6330.0,1562.0,4.07074,1.004502,4.052497,True
Tanks,4363,1413,3.087757,0.4,0.4,10907.5,3532.5,7.014469,2.271704,3.087757,True
Tanks,4363,1413,3.087757,0.4,0.5,10907.5,2826.0,7.014469,1.817363,3.859696,True
Tanks,4363,1413,3.087757,0.4,0.6,10907.5,2355.0,7.014469,1.514469,4.631635,True
Tanks,4363,1413,3.087757,0.4,0.7,10907.5,2018.571429,7.014469,1.298117,5.403574,True
Tanks,4363,1413,3.087757,0.4,0.8,10907.5,1766.25,7.014469,1.135852,6.175513,True
Tanks,4363,1413,3.087757,0.4,0.9,10907.5,1570.0,7.014469,1.009646,6.947452,True
Tanks,4363,1413,3.087757,0.4,1.0,10907.5,1413.0,7.014469,0.908682,7.719391,True
Tanks,4363,1413,3.087757,0.5,0.4,8726.0,3532.5,5.611576,2.271704,2.470205,True
Tanks,4363,1413,3.087757,0.5,0.5,8726.0,2826.0,5.611576,1.817363,3.087757,True
Tanks,4363,1413,3.087757,0.5,0.6,8726.0,2355.0,5.611576,1.514469,3.705308,True
Tanks,4363,1413,3.087757,0.5,0.7,8726.0,2018.571429,5.611576,1.298117,4.322859,True
Tanks,4363,1413,3.087757,0.5,0.8,8726.0,1766.25,5.611576,1.135852,4.94041,True
Tanks,4363,1413,3.087757,0.5,0.9,8726.0,1570.0,5.611576,1.009646,5.557962,True
Tanks,4363,1413,3.087757,0.5,1.0,8726.0,1413.0,5.611576,0.908682,6.175513,True
Tanks,4363,1413,3.087757,0.6,0.4,7271.666667,3532.5,4.676313,2.271704,2.058504,True
Tanks,4363,1413,3.087757,0.6,0.5,7271.666667,2826.0,4.676313,1.817363,2.57313,True
Tanks,4363,1413,3.087757,0.6,0.6,7271.666667,2355.0,4.676313,1.514469,3.087757,True
Tanks,4363,1413,3.087757,0.6,0.7,7271.666667,2018.571429,4.676313,1.298117,3.602383,True
Tanks,4363,1413,3.087757,0.6,0.8,7271.666667,1766.25,4.676313,1.135852,4.117009,True
Tanks,4363,1413,3.087757,0.6,0.9,7271.666667,1570.0,4.676313,1.009646,4.631635,True
Tanks,4363,1413,3.087757,0.6,1.0,7271.666667,1413.0,4.676313,0.908682,5.146261,True
Tanks,4363,1413,3.087757,0.7,0.4,6232.857143,3532.5,4.008268,2.271704,1.764432,True
Tanks,4363,1413,3.087757,0.7,0.5,6232.857143,2826.0,4.008268,1.817363,2.20554,True
Tanks,4363,1413,3.087757,0.7,0.6,6232.857143,2355.0,4.008268,1.514469,2.646648,True
Tanks,4363,1413,3.087757,0.7,0.7,6232.857143,2018.571429,4.008268,1.298117,3.087757,True
Tanks,4363,1413,3.087757,0.7,0.8,6232.857143,1766.25,4.008268,1.135852,3.528865,True
Tanks,4363,1413,3.087757,0.7,0.9,6232.857143,1570.0,4.008268,1.009646,3.969973,True
Tanks,4363,1413,3.087757,0.7,1.0,6232.857143,1413.0,4.008268,0.908682,4.411081,True
Tanks,4363,1413,3.087757,0.8,0.4,5453.75,3532.5,3.507235,2.271704,1.543878,True
Tanks,4363,1413,3.087757,0.8,0.5,5453.75,2826.0,3.507235,1.817363,1.929848,True
Tanks,4363,1413,3.087757,0.8,0.6,5453.75,2355.0,3.507235,1.514469,2.315817,True
Tanks,4363,1413,3.087757,0.8,0.7,5453.75,2018.571429,3.507235,1.298117,2.701787,True
Tanks,4363,1413,3.087757,0.8,0.8,5453.75,1766.25,3.507235,1.135852,3.087757,True
Tanks,4363,1413,3.087757,0.8,0.9,5453.75,1570.0,3.507235,1.009646,3.473726,True
Tanks,4363,1413,3.087757,0.8,1.0,5453.75,1413.0,3.507235,0.908682,3.859696,True
Tanks,4363,1413,3.087757,0.9,0.4,4847.777778,3532.5,3.117542,2.271704,1.372336,True
Tanks,4363,1413,3.087757,0.9,0.5,4847.777778,2826.0,3.117542,1.817363,1.71542,True
Tanks,4363,1413,3.087757,0.9,0.6,4847.777778,2355.0,3.117542,1.514469,2.058504,True
Tanks,4363,1413,3.087757,0.9,0.7,4847.777778,2018.571429,3.117542,1.298117,2.401588,True
Tanks,4363,1413,3.087757,0.9,0.8,4847.777778,1766.25,3.117542,1.135852,2.744672,True
Tanks,4363,1413,3.087757,0.9,0.9,4847.777778,1570.0,3.117542,1.009646,3.087757,True
Tanks,4363,1413,3.087757,0.9,1.0,4847.777778,1413.0,3.117542,0.908682,3.430841,True
Tanks,4363,1413,3.087757,1.0,0.4,4363.0,3532.5,2.805788,2.271704,1.235103,True
Tanks,4363,1413,3.087757,1.0,0.5,4363.0,2826.0,2.805788,1.817363,1.543878,True
Tanks,4363,1413,3.087757,1.0,0.6,4363.0,2355.0,2.805788,1.514469,1.852654,True
Tanks,4363,1413,3.087757,1.0,0.7,4363.0,2018.571429,2.805788,1.298117,2.16143,True
Tanks,4363,1413,3.087757,1.0,0.8,4363.0,1766.25,2.805788,1.135852,2.470205,True
Tanks,4363,1413,3.087757,1.0,0.9,4363.0,1570.0,2.805788,1.009646,2.778981,True
Tanks,4363,1413,3.087757,1.0,1.0,4363.0,1413.0,2.805788,0.908682,3.087757,True
Trucks and similar vehicles,4224,1316,3.209726,0.4,0.4,10560.0,3290.0,6.790997,2.115756,3.209726,True
Trucks and similar vehicles,4224,1316,3.209726,0.4,0.5,10560.0,2632.0,6.790997,1.692605,4.012158,True
Trucks and similar vehicles,4224,1316,3.209726,0.4,0.6,10560.0,2193.333333,6.790997,1.410504,4.81459,True
Trucks and similar vehicles,4224,1316,3.209726,0.4,0.7,10560.0,1880.0,6.790997,1.209003,5.617021,True
Trucks and similar vehicles,4224,1316,3.209726,0.4,0.8,10560.0,1645.0,6.790997,1.057878,6.419453,True
Trucks and similar vehicles,4224,1316,3.209726,0.4,0.9,10560.0,1462.222222,6.790997,0.940336,7.221884,True
Trucks and similar vehicles,4224,1316,3.209726,0.4,1.0,10560.0,1316.0,6.790997,0.846302,8.024316,True
Trucks and similar vehicles,4224,1316,3.209726,0.5,0.4,8448.0,3290.0,5.432797,2.115756,2.567781,True
Trucks and similar vehicles,4224,1316,3.209726,0.5,0.5,8448.0,2632.0,5.432797,1.692605,3.209726,True
Trucks and similar vehicles,4224,1316,3.209726,0.5,0.6,8448.0,2193.333333,5.432797,1.410504,3.851672,True
Trucks and similar vehicles,4224,1316,3.209726,0.5,0.7,8448.0,1880.0,5.432797,1.209003,4.493617,True
Trucks and similar vehicles,4224,1316,3.209726,0.5,0.8,8448.0,1645.0,5.432797,1.057878,5.135562,True
Trucks and similar vehicles,4224,1316,3.209726,0.5,0.9,8448.0,1462.222222,5.432797,0.940336,5.777508,True
Trucks and similar vehicles,4224,1316,3.209726,0.5,1.0,8448.0,1316.0,5.432797,0.846302,6.419453,True
Trucks and similar vehicles,4224,1316,3.209726,0.6,0.4,7040.0,3290.0,4.527331,2.115756,2.139818,True
Trucks and similar vehicles,4224,1316,3.209726,0.6,0.5,7040.0,2632.0,4.527331,1.692605,2.674772,True
Trucks and similar vehicles,4224,1316,3.209726,0.6,0.6,7040.0,2193.333333,4.527331,1.410504,3.209726,True
Trucks and similar vehicles,4224,1316,3.209726,0.6,0.7,7040.0,1880.0,4.527331,1.209003,3.744681,True
Trucks and similar vehicles,4224,1316,3.209726,0.6,0.8,7040.0,1645.0,4.527331,1.057878,4.279635,True
Trucks and similar vehicles,4224,1316,3.209726,0.6,0.9,7040.0,1462.222222,4.527331,0.940336,4.81459,True
Trucks and similar vehicles,4224,1316,3.209726,0.6,1.0,7040.0,1316.0,4.527331,0.846302,5.349544,True
Trucks and similar vehicles,4224,1316,3.209726,0.7,0.4,6034.285714,3290.0,3.88057,2.115756,1.834129,True
Trucks and similar vehicles,4224,1316,3.209726,0.7,0.5,6034.285714,2632.0,3.88057,1.692605,2.292662,True
Trucks and similar vehicles,4224,1316,3.209726,0.7,0.6,6034.285714,2193.333333,3.88057,1.410504,2.751194,True
Trucks and similar vehicles,4224,1316,3.209726,0.7,0.7,6034.285714,1880.0,3.88057,1.209003,3.209726,True
Trucks and similar vehicles,4224,1316,3.209726,0.7,0.8,6034.285714,1645.0,3.88057,1.057878,3.668259,True
Trucks and similar vehicles,4224,1316,3.209726,0.7,0.9,6034.285714,1462.222222,3.88057,0.940336,4.126791,True
Trucks and similar vehicles,4224,1316,3.209726,0.7,1.0,6034.285714,1316.0,3.88057,0.846302,4.585323,True
Trucks and similar vehicles,4224,1316,3.209726,0.8,0.4,5280.0,3290.0,3.395498,2.115756,1.604863,True
Trucks and similar vehicles,4224,1316,3.209726,0.8,0.5,5280.0,2632.0,3.395498,1.692605,2.006079,True
Trucks and similar vehicles,4224,1316,3.209726,0.8,0.6,5280.0,2193.333333,3.395498,1.410504,2.407295,True
Trucks and similar vehicles,4224,1316,3.209726,0.8,0.7,5280.0,1880.0,3.395498,1.209003,2.808511,True
Trucks and similar vehicles,4224,1316,3.209726,0.8,0.8,5280.0,1645.0,3.395498,1.057878,3.209726,True
Trucks and similar vehicles,4224,1316,3.209726,0.8,0.9,5280.0,1462.222222,3.395498,0.940336,3.610942,True
Trucks and similar vehicles,4224,1316,3.209726,0.8,1.0,5280.0,1316.0,3.395498,0.846302,4.012158,True
Trucks and similar vehicles,4224,1316,3.209726,0.9,0.4,4693.333333,3290.0,3.018221,2.115756,1.426545,True
Trucks and similar vehicles,4224,1316,3.209726,0.9,0.5,4693.333333,2632.0,3.018221,1.692605,1.783181,True
Trucks and similar vehicles,4224,1316,3.209726,0.9,0.6,4693.333333,2193.333333,3.018221,1.410504,2.139818,True
Trucks and similar vehicles,4224,1316,3.209726,0.9,0.7,4693.333333,1880.0,3.018221,1.209003,2.496454,True
Trucks and similar vehicles,4224,1316,3.209726,0.9,0.8,4693.333333,1645.0,3.018221,1.057878,2.85309,True
Trucks and similar vehicles,4224,1316,3.209726,0.9,0.9,4693.333333,1462.222222,3.018221,0.940336,3.209726,True
Trucks and similar vehicles,4224,1316,3.209726,0.9,1.0,4693.333333,1316.0,3.018221,0.846302,3.566363,True
Trucks and similar vehicles,4224,1316,3.209726,1.0,0.4,4224.0,3290.0,2.716399,2.115756,1.283891,True
Trucks and similar vehicles,4224,1316,3.209726,1.0,0.5,4224.0,2632.0,2.716399,1.692605,1.604863,True
Trucks and similar vehicles,4224,1316,3.209726,1.0,0.6,4224.0,2193.333333,2.716399,1.410504,1.925836,True
Trucks and similar vehicles,4224,1316,3.209726,1.0,0.7,4224.0,1880.0,2.716399,1.209003,2.246809,True
Trucks and similar vehicles,4224,1316,3.209726,1.0,0.8,4224.0,1645.0,2.716399,1.057878,2.567781,True
Trucks and similar vehicles,4224,1316,3.209726,1.0,0.9,4224.0,1462.222222,2.716399,0.940336,2.888754,True
Trucks and similar vehicles,4224,1316,3.209726,1.0,1.0,4224.0,1316.0,2.716399,0.846302,3.209726,True
Armoured Fighting Vehicles,2372,526,4.509506,0.4,0.4,5930.0,1315.0,3.813505,0.845659,4.509506,True
Armoured Fighting Vehicles,2372,526,4.509506,0.4,0.5,5930.0,1052.0,3.813505,0.676527,5.636882,True
Armoured Fighting Vehicles,2372,526,4.509506,0.4,0.6,5930.0,876.666667,3.813505,0.563773,6.764259,True
Armoured Fighting Vehicles,2372,526,4.509506,0.4,0.7,5930.0,751.428571,3.813505,0.483234,7.891635,True
Armoured Fighting Vehicles,2372,526,4.509506,0.4,0.8,5930.0,657.5,3.813505,0.42283,9.019011,True
Armoured Fighting Vehicles,2372,526,4.509506,0.4,0.9,5930.0,584.444444,3.813505,0.375849,10.146388,True
Armoured Fighting Vehicles,2372,526,4.509506,0.4,1.0,5930.0,526.0,3.813505,0.338264,11.273764,True
Armoured Fighting Vehicles,2372,526,4.509506,0.5,0.4,4744.0,1315.0,3.050804,0.845659,3.607605,True
Armoured Fighting Vehicles,2372,526,4.509506,0.5,0.5,4744.0,1052.0,3.050804,0.676527,4.509506,True
Armoured Fighting Vehicles,2372,526,4.509506,0.5,0.6,4744.0,876.666667,3.050804,0.563773,5.411407,True
Armoured Fighting Vehicles,2372,526,4.509506,0.5,0.7,4744.0,751.428571,3.050804,0.483234,6.313308,True
Armoured Fighting Vehicles,2372,526,4.509506,0.5,0.8,4744.0,657.5,3.050804,0.42283,7.215209,True
Armoured Fighting Vehicles,2372,526,4.509506,0.5,0.9,4744.0,584.444444,3.050804,0.375849,8.11711,True
Armoured Fighting Vehicles,2372,526,4.509506,0.5,1.0,4744.0,526.0,3.050804,0.338264,9.019011,True
Armoured Fighting Vehicles,2372,526,4.509506,0.6,0.4,3953.333333,1315.0,2.542337,0.845659,3.006337,True
Armoured Fighting Vehicles,2372,526,4.509506,0.6,0.5,3953.333333,1052.0,2.542337,0.676527,3.757921,True
Armoured Fighting Vehicles,2372,526,4.509506,0.6,0.6,3953.333333,876.666667,2.542337,0.563773,4.509506,True
Armoured Fighting Vehicles,2372,526,4.509506,0.6,0.7,3953.333333,751.428571,2.542337,0.483234,5.26109,True
Armoured Fighting Vehicles,2372,526,4.509506,0.6,0.8,3953.333333,657.5,2.542337,0.42283,6.012674,True
Armoured Fighting Vehicles,2372,526,4.509506,0.6,0.9,3953.333333,584.444444,2.542337,0.375849,6.764259,True
Armoured Fighting Vehicles,2372,526,4.509506,0.6,1.0,3953.333333,526.0,2.542337,0.338264,7.515843,True
Armoured Fighting Vehicles,2372,526,4.509506,0.7,0.4,3388.571429,1315.0,2.179146,0.845659,2.57686,True
Armoured Fighting Vehicles,2372,526,4.509506,0.7,0.5,3388.571429,1052.0,2.179146,0.676527,3.221076,True
Armoured Fighting Vehicles,2372,526,4.509506,0.7,0.6,3388.571429,876.666667,2.179146,0.563773,3.865291,True
Armoured Fighting Vehicles,2372,526,4.509506,0.7,0.7,3388.571429,751.428571,2.179146,0.483234,4.509506,True
Armoured Fighting Vehicles,2372,526,4.509506,0.7,0.8,3388.571429,657.5,2.179146,0.42283,5.153721,True
Armoured Fighting Vehicles,2372,526,4.509506,0.7,0.9,3388.571429,584.444444,2.179146,0.375849,5.797936,True
Armoured Fighting Vehicles,2372,526,4.509506,0.7,1.0,3388.571429,526.0,2.179146,0.338264,6.442151,True
Armoured Fighting Vehicles,2372,526,4.509506,0.8,0.4,2965.0,1315.0,1.906752,0.845659,2.254753,True
Armoured Fighting Vehicles,2372,526,4.509506,0.8,0.5,2965.0,1052.0,1.906752,0.676527,2.818441,True
Armoured Fighting Vehicles,2372,526,4.509506,0.8,0.6,2965.0,876.666667,1.906752,0.563773,3.382129,True
Armoured Fighting Vehicles,2372,526,4.509506,0.8,0.7,2965.0,751.428571,1.906752,0.483234,3.945817,True
Armoured Fighting Vehicles,2372,526,4.509506,0.8,0.8,2965.0,657.5,1.906752,0.42283,4.509506,True
Armoured Fighting Vehicles,2372,526,4.509506,0.8,0.9,2965.0,584.444444,1.906752,0.375849,5.073194,True
Armoured Fighting Vehicles,2372,526,4.509506,0.8,1.0,2965.0,526.0,1.906752,0.338264,5.636882,True
Armoured Fighting Vehicles,2372,526,4.509506,0.9,0.4,2635.555556,1315.0,1.694891,0.845659,2.004225,True
Armoured Fighting Vehicles,2372,526,4.509506,0.9,0.5,2635.555556,1052.0,1.694891,0.676527,2.505281,True
Armoured Fighting Vehicles,2372,526,4.509506,0.9,0.6,2635.555556,876.666667,1.694891,0.563773,3.006337,True
Armoured Fighting Vehicles,2372,526,4.509506,0.9,0.7,2635.555556,751.428571,1.694891,0.483234,3.507393,True
Armoured Fighting Vehicles,2372,526,4.509506,0.9,0.8,2635.555556,657.5,1.694891,0.42283,4.00845,True
Armoured Fighting Vehicles,2372,526,4.509506,0.9,0.9,2635.555556,584.444444,1.694891,0.375849,4.509506,True
Armoured Fighting Vehicles,2372,526,4.509506,0.9,1.0,2635.555556,526.0,1.694891,0.338264,5.010562,True
Armoured Fighting Vehicles,2372,526,4.509506,1.0,0.4,2372.0,1315.0,1.525402,0.845659,1.803802,True
Armoured Fighting Vehicles,2372,526,4.509506,1.0,0.5,2372.0,1052.0,1.525402,0.676527,2.254753,True
Armoured Fighting Vehicles,2372,526,4.509506,1.0,0.6,2372.0,876.666667,1.525402,0.563773,2.705703,True
Armoured Fighting Vehicles,2372,526,4.509506,1.0,0.7,2372.0,751.428571,1.525402,0.483234,3.156654,True
Armoured Fighting Vehicles,2372,526,4.509506,1.0,0.8,2372.0,657.5,1.525402,0.42283,3.607605,True
Armoured Fighting Vehicles,2372,526,4.509506,1.0,0.9,2372.0,584.444444,1.525402,0.375849,4.058555,True
Armoured Fighting Vehicles,2372,526,4.509506,1.0,1.0,2372.0,526.0,1.525402,0.338264,4.509506,True
Infantry Mobility Vehicles,423,1768,0.239253,0.4,0.4,1057.5,4420.0,0.680064,2.842444,0.239253,False
Infantry Mobility Vehicles,423,1768,0.239253,0.4,0.5,1057.5,3536.0,0.680064,2.273955,0.299067,False
Infantry Mobility Vehicles,423,1768,0.239253,0.4,0.6,1057.5,2946.666667,0.680064,1.894962,0.35888,False
Infantry Mobility Vehicles,423,1768,0.239253,0.4,0.7,1057.5,2525.714286,0.680064,1.624254,0.418693,False
Infantry Mobility Vehicles,423,1768,0.239253,0.4,0.8,1057.5,2210.0,0.680064,1.421222,0.478507,False
Infantry Mobility Vehicles,423,1768,0.239253,0.4,0.9,1057.5,1964.444444,0.680064,1.263308,0.53832,False
Infantry Mobility Vehicles,423,1768,0.239253,0.4,1.0,1057.5,1768.0,0.680064,1.136977,0.598133,False
Infantry Mobility Vehicles,423,1768,0.239253,0.5,0.4,846.0,4420.0,0.544051,2.842444,0.191403,False
Infantry Mobility Vehicles,423,1768,0.239253,0.5,0.5,846.0,3536.0,0.544051,2.273955,0.239253,False
Infantry Mobility Vehicles,423,1768,0.239253,0.5,0.6,846.0,2946.666667,0.544051,1.894962,0.287104,False
Infantry Mobility Vehicles,423,1768,0.239253,0.5,0.7,846.0,2525.714286,0.544051,1.624254,0.334955,False
Infantry Mobility Vehicles,423,1768,0.239253,0.5,0.8,846.0,2210.0,0.544051,1.421222,0.382805,False
Infantry Mobility Vehicles,423,1768,0.239253,0.5,0.9,846.0,1964.444444,0.544051,1.263308,0.430656,False
Infantry Mobility Vehicles,423,1768,0.239253,0.5,1.0,846.0,1768.0,0.544051,1.136977,0.478507,False
